x	y
1	0.000273314
2	0.000273307
3	0.000273324
4	0.000273343
5	0.000273363
6	0.000273383
7	0.000273403
8	0.000273425
9	0.000273447
10	0.000273469
11	0.000273492
12	0.000273514
13	0.000273535
14	0.000273555
15	0.000273575
16	0.000273595
17	0.000273616
18	0.000273637
19	0.000273659
20	0.000273682
21	0.000273703
22	0.000273725
23	0.000273748
24	0.000273772
25	0.000273796
26	0.00027382
27	0.000273843
28	0.000273866
29	0.000273889
30	0.000273912
31	0.000273936
32	0.000273959
33	0.000273982
34	0.000274005
35	0.000274027
36	0.00027405
37	0.000274074
38	0.00027374
39	0.000273765
40	0.000273791
41	0.000273814
42	0.00027384
43	0.000273866
44	0.000273892
45	0.000273919
46	0.000273945
47	0.000273971
48	0.000273996
49	0.000274012
50	0.00027403
51	0.000274047
52	0.000274063
53	0.000274081
54	0.000274099
55	0.000274118
56	0.000274136
57	0.000274155
58	0.000274172
59	0.000274382
60	0.000274399
61	0.000274416
62	0.000274435
63	0.000274453
64	0.000274472
65	0.000274491
66	0.000274509
67	0.000274527
68	0.000274545
69	0.000274562
70	0.00027458
71	0.000274597
72	0.000274613
73	0.000274629
74	0.000274277
75	0.000274291
76	0.000274305
77	0.000274317
78	0.000274331
79	0.000274345
80	0.00027436
81	0.000274374
82	0.000274389
83	0.000274402
84	0.000274416
85	0.000274429
86	0.000274443
87	0.000274458
88	0.000274472
89	0.000274487
90	0.0002745
91	0.000274514
92	0.000274528
93	0.000274543
94	0.000274558
95	0.000274572
96	0.000274589
97	0.000274944
98	0.000274962
99	0.000274981
100	0.000274621
101	0.000275018
102	0.000275036
103	0.000274673
104	0.000274688
105	0.000274703
106	0.000274718
107	0.000274732
108	0.000274745
109	0.000274759
110	0.000274773
111	0.000274786
112	0.000274799
113	0.000274813
114	0.000274826
115	0.000274841
116	0.000274854
117	0.000274868
118	0.000274881
119	0.000274893
120	0.000274905
121	0.000274657
122	0.000274478
123	0.00027449
124	0.000274501
125	0.000274512
126	0.000274523
127	0.000274534
128	0.000274545
129	0.000274555
130	0.000274565
131	0.000274572
132	0.00027458
133	0.000274587
134	0.000274594
135	0.000274602
136	0.000274608
137	0.000274413
138	0.000274419
139	0.000274425
140	0.00027443
141	0.000274435
142	0.000274438
143	0.000274442
144	0.000274445
145	0.000274448
146	0.000274451
147	0.000274454
148	0.000274456
149	0.000274459
150	0.000274461
151	0.000274677
152	0.000274575
153	0.000274576
154	0.000274577
155	0.000274576
156	0.000274576
157	0.000274574
158	0.000274571
159	0.000274568
160	0.000274566
161	0.000274562
162	0.000274451
163	0.000274446
164	0.000274334
165	0.00027433
166	0.000274325
167	0.000274321
168	0.000274316
169	0.00027431
170	0.000274304
171	0.000274297
172	0.000274274
173	0.000274266
174	0.000274242
175	0.000274232
176	0.000274223
177	0.000274214
178	0.000274204
179	0.000274193
180	0.000274182
181	0.000274171
182	0.000274159
183	0.000274146
184	0.000274134
185	0.000274121
186	0.000274107
187	0.000274091
188	0.000274075
189	0.000274059
190	0.000274044
191	0.000273934
192	0.000273916
193	0.000273892
194	0.000273869
195	0.000273845
196	0.000273726
197	0.000273698
198	0.000273673
199	0.000273648
200	0.000273621
201	0.000273595
202	0.000273567
203	0.000273537
204	0.000273506
205	0.000273473
206	0.00027344
207	0.000273405
208	0.000273371
209	0.000273336
210	0.000273302
211	0.000273268
212	0.000273234
213	0.0002732
214	0.000273166
215	0.00027313
216	0.000273093
217	0.000273057
218	0.000273022
219	0.000272986
220	0.000272951
221	0.000272916
222	0.000272882
223	0.000272847
224	0.000272813
225	0.000272777
226	0.00027274
227	0.000272804
228	0.000272768
229	0.000272734
230	0.000272701
231	0.000272666
232	0.000272633
233	0.000272601
234	0.000272568
235	0.000272536
236	0.000272506
237	0.000272478
238	0.000272449
239	0.000272422
240	0.000272396
241	0.000272372
242	0.000272524
243	0.000272502
244	0.00027248
245	0.000272459
246	0.000272438
247	0.000272597
248	0.000272581
249	0.000272565
250	0.000272653
251	0.000272655
252	0.000272638
253	0.000272621
254	0.000272604
255	0.000272585
256	0.000272567
257	0.000272549
258	0.000272534
259	0.000272521
260	0.000272506
261	0.000272495
262	0.00027248
263	0.000272466
264	0.00027245
265	0.000272434
266	0.000272415
267	0.000272398
268	0.000272573
269	0.000272554
270	0.000272535
271	0.00027252
272	0.000272506
273	0.000272491
274	0.000272477
275	0.000272463
276	0.00027245
277	0.000272439
278	0.000272433
279	0.000272425
280	0.000272421
281	0.000272415
282	0.000272413
283	0.000272413
284	0.000272603
285	0.000272606
286	0.000272518
287	0.000272524
288	0.000272532
289	0.000272546
290	0.00027256
291	0.000272681
292	0.000272693
293	0.000272709
294	0.000272728
295	0.000272747
296	0.00027277
297	0.000272797
298	0.000272825
299	0.000272854
300	0.000272877
301	0.000272796
302	0.000272798
303	0.000272817
304	0.000272836
305	0.000272855
306	0.000272874
307	0.000272883
308	0.000272895
309	0.000272803
310	0.000272817
311	0.000272831
312	0.000272846
313	0.000272866
314	0.000272883
315	0.000272892
316	0.000272896
317	0.000272903
318	0.000272902
319	0.000273006
320	0.000272998
321	0.000272985
322	0.000272967
323	0.000272948
324	0.000272925
325	0.000272907
326	0.000272887
327	0.000272864
328	0.000272849
329	0.000272833
330	0.000272824
331	0.00027282
332	0.000272813
333	0.000272806
334	0.000272805
335	0.000272802
336	0.0002728
337	0.000272797
338	0.000272792
339	0.000272786
340	0.000272968
341	0.000273151
342	0.000273146
343	0.000273137
344	0.000273126
345	0.000273117
346	0.000273106
347	0.000273093
348	0.000273087
349	0.000273075
350	0.000273066
351	0.000273034
352	0.000273004
353	0.00027297
354	0.000272942
355	0.000272916
356	0.000272884
357	0.000272851
358	0.000272821
359	0.000272795
360	0.000272767
361	0.000272741
362	0.000272709
363	0.000272672
364	0.000272628
365	0.00027258
366	0.000272529
367	0.000272481
368	0.000272525
369	0.000272481
370	0.000272436
371	0.00027239
372	0.00027235
373	0.000272311
374	0.000272262
375	0.000272318
376	0.000272264
377	0.000272201
378	0.000272251
379	0.000272193
380	0.000272139
381	0.000272083
382	0.00027203
383	0.000271969
384	0.000271914
385	0.000271858
386	0.000271803
387	0.000271908
388	0.000272009
389	0.000271953
390	0.000271884
391	0.000271807
392	0.000271733
393	0.000271647
394	0.000271568
395	0.000271684
396	0.000271598
397	0.000271513
398	0.000271431
399	0.000271356
400	0.000271284
401	0.000271213
402	0.000271143
403	0.000271078
404	0.000271021
405	0.000270968
406	0.000270909
407	0.000270852
408	0.000270798
409	0.000270747
410	0.000270683
411	0.000270628
412	0.000270578
